hundename,geburtsjahr_hund,geschlecht_hund
"Unique",2012,"m"
"Unique",2011,"w"
"Unna",2011,"w"
"Uorsa",2012,"w"
"Urelia von Ecihwald",2006,"w"
"Ursaff",2003,"m"
"Ursula",2014,"w"
"Usnaya",2006,"w"
"Uso",2012,"m"
"Utta von Burg Schwärtzenberg",2017,"w"
"Valea Verona",2016,"w"
"Valentin Limligth of Bloodline",2009,"m"
"Valentina",2012,"w"
"Valentina",2015,"w"
"Valentino",2015,"m"
"Valori",2013,"w"
"Van",2013,"m"
"Vanille",2004,"w"
"Vanjo",2005,"m"
"Varg von Wulfshill",2011,"w"
"Vargas",2012,"m"
"Vario vom Happyparadise",2015,"m"
"Varro",2008,"m"
"Vasco",2010,"m"
"Vasco",2010,"m"
"Vasco",2002,"m"
"Vasco",2007,"m"
"Vasco",2006,"m"
"Veerle",2014,"w"
"Vegas",2017,"w"
"Velia",2011,"w"
"Velvet (Viva)",2007,"w"
"Venezia Prodomo",2016,"w"
"Venice Nina",2013,"w"
"Venus",2013,"w"
"Venus",2011,"w"
"Vera",2004,"w"
"Verdy",2014,"m"
"Veronika (Luna)",2014,"w"
"Very Vigie Lady Di",2015,"w"
"Vico",2015,"m"
"Victoire",2004,"w"
"Victorious star keep going",2016,"m"
"Vida",2009,"w"
"Vida",2011,"w"
"Vida",2004,"w"
"Vida",2008,"w"
"Viking",2004,"m"
"Viktorika",2009,"w"
"Vinalia",2004,"w"
"Vince",2009,"m"
"Vinci",2016,"m"
"Vinni",2005,"w"
"Vinny",2007,"m"
"Vinny (Rudy)",2017,"m"
"Vip",2006,"m"
"Virginia",2004,"w"
"Virpi",2013,"w"
"Vito",2012,"m"
"Vito",2012,"m"
"Vito",2012,"m"
"Vitto",2011,"m"
"Vitus",2015,"m"
"Vitus von Wattenwil",2016,"m"
"Viva",2004,"w"
"Vivi",2002,"w"
"Vivian",2014,"w"
"Vlokje",2004,"w"
"Voice",2009,"w"
"Voldi",2013,"m"
"Volta",2009,"w"
"Von Auenland Jayda Emma",2015,"w"
"Voodoo",2008,"m"
"Voyou",2008,"m"
"Vule",2010,"m"
"Walle",2014,"m"
"Wally",2006,"w"
"Wanda",2016,"w"
"Wanda",2015,"w"
"Wanda",2008,"w"
"Wanda",2007,"w"
"Wanjo",2014,"m"
"Wanka",2007,"w"
"Warro (Willy Wonka)",2013,"m"
"Wasco",2015,"m"
"Watson",2012,"m"
"Weezy",2008,"m"
"Wega",2011,"w"
"Wendi",2010,"w"
"Whiskas (Whiskers)",2010,"w"
"Whiskey",2008,"m"
"Whiskey (Hendrik v.Thanzapfen)",2011,"m"
"Whisky",2009,"m"
"Whisky",2013,"m"
"Whisky",2015,"m"
"Whisky",2006,"m"
"Whisky",2011,"m"
"Whisky",2004,"w"
"White Gloves",2010,"w"
"White Magic Pretty Jewel",2009,"w"
"White Shoes",2013,"m"
"White cloud's FAROUK",2017,"m"
"Whoopie",2007,"w"
"Whoopie",2015,"w"
"Whoopy",2004,"w"
"Wifi",2015,"m"
"Willem",2017,"m"
"Willi",2009,"m"
"Willi",2015,"m"
"Willi",2017,"m"
"Willi Boldine",2008,"w"
"William",2015,"m"
"Willow",2016,"w"
"Willy",2010,"m"
"Wilma",2008,"w"
"Wilma",2009,"w"
"Wilma",2011,"w"
"Wilma",2006,"w"
"Wilma Bölschterli (Snoopy)",2011,"w"
"Wilson",2011,"m"
"Wilson (Charles)",2007,"m"
"Wim",2012,"m"
"Windy",2012,"w"
"Windy Nights Nice Angel ",2015,"w"
"Wini",2014,"m"
"Winnie",2005,"w"
"Winnie",2015,"w"
"Winnie",2011,"w"
"Winnie",2009,"m"
"Winnie",2014,"m"
"Winston",2010,"m"
"Winston",2011,"m"
"Winston de la Verna",2017,"m"
"Wirgo",2009,"m"
"Wisi (Wizard of Ironlad)",2010,"m"
"Witiko",2011,"m"
"Wolfgang",2017,"m"
"Woodstock Argon von Kopfrein",2015,"m"
"Woody",2011,"m"
"Woody",2004,"m"
"Woody",2003,"m"
"Woody ( Pando )",2010,"m"
"Woody (Jerry of Janik's Blue)",2015,"m"
"Woody (Rüdiger)",2015,"m"
"Wrigley Blue James",2013,"m"
"Wunder (sparkel)",2007,"m"
"Wuschel",2010,"w"
"Wuschel",2014,"m"
"Wuscheli",2016,"w"
"Wushu",2016,"m"
"X'alinco",2006,"m"
"X-Rey",2016,"w"
"X-Storm",2016,"w"
"Xamax (Max)",2015,"m"
"Xanadou (Henry)",2016,"m"
"Xander von Haselberg",2017,"m"
"Xanto",2016,"m"
"Xanuk Finley van Eenthuis",2011,"m"
"Xara",2011,"w"
"Xcellent Lady Princes ",2017,"w"
"Xena",2005,"w"
"Xena",2016,"w"
"Xena",2014,"w"
"Xena (Disney)",2005,"w"
"Xena (Sindy)",2009,"w"
"Xenia",2005,"w"
"Xenia",2010,"w"
"Xenia",2006,"w"
"Xenia",2008,"w"
"Xenia",2007,"w"
"Xeron",2017,"m"
"Xeros",2009,"m"
"Xian",2007,"w"
"Xian",2006,"m"
"Xian ",2010,"m"
"Xicko",2010,"m"
"Xilly",2009,"w"
"Xira v. Burg Grimmenstein",2009,"w"
"Xiri",2013,"w"
"Xiro",2016,"m"
"Xoa",2006,"w"
"Ya'Lilly (Lilly)",2009,"w"
"Yack",2010,"m"
"Yago",2007,"m"
"Yago Angelo",2012,"m"
"Yagudin",2014,"m"
"Yaki (Max v. Holzwäldli)",2016,"m"
"Yala",2002,"w"
"Yalka",2017,"w"
"Yan-Yi vom Lothar Sturm",2016,"w"
"Yangzom",2006,"w"
"Yanka (Katty)",2008,"w"
"Yanka vom Sirius",2016,"w"
"Yannik von Kumma Schlössle",2011,"m"
"Yanoush vom Hause Amorina",2011,"m"
"Yara",2017,"m"
"Yara",2015,"w"
"Yara",2009,"w"
"Yara Jane",2011,"w"
"Yari",2017,"m"
"Yaris Lenny of Golden Life",2016,"m"
"Yaro",2014,"m"
"Yaro (Halston Fletcher)",2015,"m"
"Yasha",2014,"w"
"Yasmo Balu",2017,"m"
"Yazina's Ultima Thule",2005,"w"
"Ybsy of Fair Play",2015,"w"
"Yes",2003,"m"
"Ylisse",2003,"w"
"Ylva",2013,"w"
"Ylvi",2010,"w"
"Yma",2005,"w"
"Ynka",2010,"w"
"Yoco",2013,"m"
"Yoda",2017,"m"
"Yoda",2016,"m"
"Yoda",2012,"w"
"Yoda",2013,"m"
"Yoda Ananda",2015,"m"
"Yogi",2012,"m"
"Yoko",2017,"w"
"Yoko",2011,"m"
"Yonka",2006,"w"
"Yonnie",2014,"m"
"Yorkie",2008,"m"
"Yoshi",2016,"m"
"Yoshi",2014,"m"
"Yoshi v. Samir",2009,"m"
"Youri-Kay v. Pächtuschi",2013,"m"
"Yoy",2005,"w"
"Yoyo",2003,"m"
"Yoyo",2011,"m"
"Yria",2007,"w"
"Yui",2013,"w"
"Yuki",2017,"m"
"Yuki",2016,"m"
"Yuki",2015,"w"
"Yuki",2016,"w"
"Yuki vom Pommerle",2012,"m"
"Yukon",2005,"m"
"Yulius-George vom Holzwäldli",2016,"m"
"Yuma",2008,"w"
"Yuma",2009,"w"
"Yuma",2017,"w"
"Yuma",2003,"w"
"Yuma",2012,"m"
"Yuma (Darca Yuma)",2008,"w"
"Yumah",2004,"w"
"Yumi",2015,"w"
"Yumi",2014,"w"
"Yumi",2017,"w"
"Yumi-Hana",2016,"w"
"Yumo (Lucky)",2008,"m"
"Yuna",2006,"w"
"Yuna",2011,"w"
"Yuna",2013,"w"
"Yuna (Jane v.d. Feldmatt)",2013,"w"
"Yunga",2010,"w"
"Yuri",2012,"m"
"Yuri",2013,"m"
"Yves",2010,"w"
"Yvi",2010,"w"
"Yvi",2013,"m"
"Yvie",2016,"w"
"Yvory",2017,"w"
"ZEN du Llas Pourpre",2016,"m"
"Zaba",2014,"w"
"Zac",2002,"m"
"Zac",2012,"m"
"Zacarosa's King Kasimir",2015,"m"
"Zachery",2013,"m"
"Zaci",2007,"w"
"Zade",2014,"w"
"Zaffiro (Bacio)",2010,"m"
"Zahara",2016,"w"
"Zaika",2007,"w"
"Zaira",2013,"w"
"Zakya",2006,"w"
"Zaphira",2017,"w"
"Zappa II",2008,"m"
"Zara",2004,"w"
"Zara",2016,"w"
"Zara",2016,"w"
"Zara",2011,"w"
"Zara",2008,"w"
"Zarik",2010,"w"
"Zaro",2007,"m"
"Zaza",2012,"w"
"Zeca",2012,"w"
"Zeca",2010,"m"
"Zeila",2008,"w"
"Zeke",2013,"m"
"Zelda (Anirella's Zinderella)",2012,"w"
"Zenit Happiness",2010,"m"
"Zeno (Zawadi)",2015,"m"
"Zepko",2008,"m"
"Zero",2013,"m"
"Zeus",2013,"m"
"Zeus",2008,"m"
"Zeus",2008,"m"
"Zeus",2014,"m"
"Zeus",2017,"m"
"Zeus",2012,"m"
"Zeus",2015,"m"
"Zeus von Shanghai (Noodle)",2014,"m"
"Zeyna",2016,"w"
"Zeytin",2016,"m"
"Zhao",2008,"m"
"Zilla (Gozilla)",2010,"w"
"Zimba",2011,"w"
"Zimba",2005,"w"
"Zindy  Jocko",2003,"w"
"Zipo",2006,"m"
"Zipper",2005,"m"
"Zippo",2005,"m"
"Zisa",2015,"w"
"Zissov",2005,"w"
"Zita",2008,"w"
"Zita",2009,"w"
"Zita",2015,"w"
"Zita",2011,"w"
"Ziva",2009,"w"
"Zizou",2016,"m"
"Zlaki",2016,"m"
"Zoe",2015,"w"
"Zoe",2006,"w"
"Zoe",2012,"w"
"Zoe",2011,"w"
"Zoe",2013,"w"
"Zoey",2016,"w"
"Zoey (Dalia)",2010,"w"
"Zoki",2011,"w"
"Zola",2014,"w"
"Zola",2013,"w"
"Zora",2000,"w"
"Zora",2008,"w"
"Zora",2005,"w"
"Zora",2009,"w"
"Zora",2015,"w"
"Zoran",2016,"m"
"Zoro",2017,"m"
"Zorro",2011,"m"
"Zorro",2007,"m"
"Zorro",2015,"m"
"Zorro",2009,"m"
"Zorro",2008,"m"
"Zorro",2005,"m"
"Zorro",2006,"m"
"Zorro Neo",2015,"m"
"Zorro of blue Diamond",2009,"m"
"Zsebi",2008,"w"
"Zsebi",2013,"m"
"Zucca",2011,"w"
"Zucco",2015,"m"
"Zuerio (Miky)",2017,"m"
"Zuli",2007,"m"
"Zulu",2013,"m"
"Zurimahali Malkia Red Genie",2017,"w"
"Zuzu",2011,"w"
"Zyla",2012,"w"
"Zyna",2011,"w"
"Zyta",2009,"w"
"Zäbi (Karat)",2002,"m"
"lamba-Julia",2012,"w"
"rösli (Odina)",2008,"w"
"unbekannt",2005,"m"
"unbekannt",2007,"w"
"unbekannt",2005,"w"
"unbekannt",2009,"w"
"unbekannt",2010,"w"
"unbekannt",2010,"w"
"unbekannt",2011,"m"
"unbekannt",2017,"w"
"whity (Osmar)",2003,"m"
