HUNDENAME,GEBURTSJAHR_HUND,GESCHLECHT_HUND
"Sheena (Scarlett)",2004,"w"
"Sheila",2008,"w"
"Sheila",2000,"w"
"Sheila",2012,"w"
"Sheila",2004,"w"
"Sheila",2009,"w"
"Sheila (Cikita, Krasa)",2007,"w"
"Sheila (Kia)",2012,"w"
"Sheila (Winnie)",2005,"w"
"Shelby",2008,"w"
"Shelby vom Ricken",2016,"w"
"Shelly",2013,"w"
"Shelly (Zina)",2013,"w"
"Sheriff",2011,"m"
"Sherlock",2010,"m"
"Sherlock",2010,"m"
"Sherry",2006,"w"
"Shetoua",2008,"w"
"Shila",2016,"w"
"Shila",2006,"w"
"Shila",2011,"w"
"Shila",2002,"w"
"Shila",2007,"w"
"Shila",2007,"w"
"Shila",2009,"w"
"Shila",2016,"w"
"Shilou",2007,"w"
"Shira",2009,"w"
"Shira",2003,"w"
"Shira",2010,"w"
"Shirin",2005,"w"
"Shirin",2010,"w"
"Shirin",2012,"w"
"Shirkaan",2011,"m"
"Shirley",2006,"w"
"Shirly",2008,"w"
"Shiro",2004,"m"
"Shiro",2015,"m"
"Shiry (Shirkhan)",2011,"m"
"Shiva",2006,"w"
"Shiva",2012,"w"
"Shiva",2004,"w"
"Shiva (Lou)",2015,"w"
"Shiwa",2005,"w"
"Shjra (Pippa)",2008,"w"
"Shoona",2005,"w"
"Shortie",2004,"m"
"Shuki",2010,"m"
"Shumba",2011,"w"
"Shyra",2004,"w"
"Sibelius",2004,"m"
"Sibi",2010,"w"
"Sid",2013,"m"
"Sid",2006,"m"
"Side-Line's Into",2008,"m"
"Siegers's Strictly Ballroom",2006,"m"
"Siena",2013,"w"
"Siena (Gilda)",2011,"w"
"Sierra",2015,"w"
"Sig",2012,"m"
"Sigi",2013,"m"
"Signorina",2011,"w"
"Sila",2014,"w"
"Silia",2006,"w"
"Silva",2006,"w"
"Sima",2003,"w"
"Simba",2016,"m"
"Simba",2007,"w"
"Simba",2013,"w"
"Simba",2013,"m"
"Simba",2014,"m"
"Simba",2014,"m"
"Simba",2014,"w"
"Simba",2010,"w"
"Simba",2015,"m"
"Simba",2010,"w"
"Simba",2016,"m"
"Simba",2014,"m"
"Simba",2003,"w"
"Simba",2005,"w"
"Simba",2004,"m"
"Simi",2002,"m"
"Simmy",2013,"w"
"Simon",2011,"m"
"Simona",2007,"w"
"Simply Silkie",2015,"w"
"Sina",2011,"w"
"Sina",2006,"w"
"Sina",2006,"w"
"Sina",2001,"w"
"Sina",2003,"w"
"Sina (Enma)",2004,"w"
"Sina vom Rickenwind",2014,"w"
"Sina (Zirna)",2003,"w"
"Sinas (Richard)",2016,"m"
"Sinda",2004,"w"
"Sindbad",2013,"m"
"Sindhu",2008,"m"
"Sindy",2002,"w"
"Singha",2006,"w"
"Sinta",2007,"w"
"Sir Bubbles",2012,"m"
"Sir Collin-Flash",2010,"m"
"Sir Hustings",2007,"m"
"Sir. Optimus Prime",2013,"m"
"Sir Vladimir",2012,"m"
"Sira",2013,"w"
"Sira",2010,"w"
"Sira",2009,"w"
"Sira",2006,"w"
"Sira",2004,"w"
"Sira",2013,"w"
"Sira",2008,"w"
"Sira vom Mühlehof",2010,"w"
"Sirah",2013,"w"
"Sirga",2014,"w"
"Siri",2008,"w"
"Siri",2012,"w"
"Siri",2013,"w"
"Siri (Bella)",2005,"w"
"Siri (PluckyJumper)",2010,"w"
"Siria",2004,"w"
"Sirius (Jonny's Sirius v. ad.)",2013,"m"
"Sirja",2015,"w"
"Siro",2010,"m"
"Sirya",2007,"w"
"Sisina",2007,"w"
"Siska",2013,"w"
"Sisko de la Pierreavoir",2012,"m"
"Sissi",2005,"w"
"Sissi",2014,"w"
"Sissi",2009,"w"
"Sissi",2014,"w"
"Sissi",2011,"w"
"Sissi",2011,"w"
"Sissi",2013,"w"
"Sissi",2009,"w"
"Sissi",2008,"w"
"Sissi",2015,"w"
"Sissi",2009,"w"
"Sissi",2012,"w"
"Sissi",2010,"w"
"Sissi",2006,"w"
"Sissi",2008,"w"
"Sissi",2003,"w"
"Sissy",2008,"w"
"Sita",2006,"w"
"Sivert",2011,"m"
"Skeggia",2009,"m"
"Skip",2007,"m"
"Skip",2010,"m"
"Skipper",2013,"m"
"Skippy",2006,"m"
"Sky",2014,"m"
"Sky",2016,"m"
"Sky",2012,"m"
"Sky",2011,"m"
"Sky",2010,"m"
"Sky",2012,"w"
"Sky (Snow Whity)",2006,"w"
"Skyla",2009,"w"
"Skyla",2012,"w"
"Skyla",2007,"w"
"Skyler of Sky d'or",2013,"m"
"Skywalker",2016,"m"
"Slim",2005,"m"
"Slim (Levenghyl)",2011,"m"
"SLY",2016,"m"
"Small",2015,"m"
"Smilla",2002,"w"
"Smilla",2008,"w"
"Smooth Power It's Gattuso",2011,"m"
"Snappy",2008,"w"
"Snickers",2015,"m"
"Snobi",2004,"w"
"Snooki",2012,"w"
"Snooky",2011,"w"
"Snoop",2008,"m"
"Snoop",2007,"m"
"Snoop",2009,"m"
"Snoop (Uli van Felax)",2008,"m"
"Snoopi",2004,"m"
"Snoopy",2014,"m"
"Snoopy",2011,"m"
"Snoopy",2015,"m"
"Snoopy",2014,"m"
"Snoopy",2015,"m"
"Snoopy",2009,"m"
"Snoopy",2010,"m"
"Snoopy",2001,"m"
"Snoopy",2014,"m"
"Snoopy",2002,"m"
"Snoopy",2008,"m"
"Snoopy",2007,"m"
"Snoopy",2008,"m"
"Snoopy",2008,"m"
"Snoopy",2005,"m"
"Snoopy",2008,"m"
"Snoopy",2007,"m"
"Snoopy",2007,"m"
"Snoopy",2011,"m"
"Snoopy",2004,"m"
"Snoopy",2009,"m"
"Snoopy",2013,"m"
"Snoopy",2013,"m"
"Snoopy",2006,"m"
"Snoopy Mike",2011,"m"
"Snoopy (Zico)",2009,"m"
"Snoppy",2015,"m"
"Snoppy",2013,"m"
"Snoppy",2015,"m"
"Snow",2010,"w"
"Snow",2004,"m"
"Snowfan's Amun",2010,"m"
"Snowy",2007,"m"
"Snowy",2003,"w"
"Snowy",2013,"m"
"Snuffler",2003,"m"
"Snupi",2016,"m"
"Socke",2012,"w"
"Socks",1998,"m"
"Sofi",2007,"w"
"Sofia",2014,"w"
"Sofie",2008,"w"
"Sofinka",2010,"w"
"Sol",2014,"w"
"Soley",2014,"w"
"Somali",2008,"w"
"Somea",2005,"w"
"Söni",2006,"w"
"Sonic",2004,"m"
"Sönni",2005,"m"
"Sonny",2015,"m"
"Sophia",2010,"w"
"Sophia",2009,"w"
"Sophia",2013,"w"
"Sophie",2012,"w"
"Sophie",2011,"w"
"Sophie",2012,"w"
"Sophie",2005,"w"
"Sophie",2010,"w"
"Sophie",2009,"w"
"Sophie",2014,"w"
"Sophie",2012,"w"
"Sophie",2007,"w"
"Sophie (Lara)",2007,"w"
"Sophy",2015,"w"
"Soraya",2012,"w"
"Sorbas",2008,"m"
"Sorpressa",2014,"w"
"Sorscha",2012,"w"
"Souris",2008,"w"
"Spajk",2013,"m"
"Spank",2010,"m"
"Spar",2004,"m"
"Sparki",2009,"w"
"Sparky",2004,"m"
"Sparta",2009,"w"
"Speedy",2013,"m"
"Speedy",2006,"m"
"Speedy",2009,"m"
"Speedy",2006,"m"
"Speedy",2016,"m"
"Speedy (Monty)",2013,"m"
"Speedy2",2013,"m"
"Speik",2004,"m"
"Spelvin",2006,"m"
"Spencer",2014,"m"
"Spenky",2016,"m"
"Spicy",2003,"w"
"Spik",2003,"m"
"Spike",2010,"m"
"Spike",2011,"m"
"Spike",2011,"m"
"Spike",2013,"m"
"Spike",2010,"m"
"Spike",2016,"m"
"Spike",2011,"m"
"Spike",2004,"m"
"Spike",2008,"m"
"Spike (Eragon Faheroz)",2016,"m"
"Spike (Pickwick)",2008,"m"
"Spiky",2008,"m"
"Spiky",2014,"m"
"Spilla",2002,"w"
"Spillo",2006,"m"
"Spjke",2011,"m"
"Spock",2009,"m"
"Spot",2015,"m"
"Spot",2016,"m"
"Spyke",2013,"m"
"Spyke",2007,"m"
"Srecko",2012,"m"
"Stadi",2013,"m"
"Stella",2015,"w"
"Stella",2010,"w"
"Stella",2010,"w"
"Stella",2009,"w"
"Stella",2007,"w"
"Stella",2008,"w"
"Stella",2008,"w"
"Stella",2014,"w"
"Stella",2014,"w"
"Stella",2014,"w"
"Stella",2016,"w"
"Stella",2013,"w"
"Stella",2016,"w"
"Stella",2016,"w"
"Stella",2001,"w"
"Stella",2007,"w"
"Stella",2015,"w"
"Stella",2011,"w"
"Stella",2012,"w"
"Stella",2009,"w"
"Steve",2011,"m"
"Stimpi",2008,"m"
"Stitch",2015,"m"
"Stitch",2007,"m"
"Storm",2014,"w"
"Stratos ex Blas",2015,"m"
"Streifen",2000,"m"
"Strietta",2016,"w"
"Striscia",2004,"w"
"Struppi",2009,"m"
"Struppi",2012,"m"
"Struppi",2014,"m"
"Struppi",2005,"m"
"Struppi",2009,"m"
"Struppi (Bajka)",2010,"w"
"Struppi (Cliford)",2007,"m"
"Studci",2005,"w"
"Sugar",2006,"w"
"Sugus",2014,"m"
"Sugus",2016,"w"
"Suki",2012,"w"
"Suki",2010,"w"
"Suki",2010,"w"
"Sultan",2009,"m"
"Sultan",2013,"m"
"Summer",2013,"w"
"Sumo",2016,"m"
"Sumo",2006,"m"
"Sumo (Berto)",2007,"m"
"Sun Moon Stars Xenie",2012,"w"
"Sunchi",2007,"w"
"Sunny",2008,"w"
"Sunny",2013,"w"
"Sunny",2007,"m"
"Sunny",2014,"w"
"Sunny",2015,"m"
"Sunny",2009,"w"
"Sunny",2005,"w"
"Sunny",2015,"m"
"Sunny",2014,"m"
"Sunny",2003,"w"
"Sunny",2007,"m"
"Sunny",2007,"w"
"Sunny",2006,"m"
"Sunny",2009,"w"
"Sunny",2010,"w"
"Sunny",2009,"m"
"Sunny",2010,"m"
"Sunny (Sunny Boy)",2008,"m"
"Suny",2005,"m"
"Superman",2015,"m"
"Suri",2012,"w"
"Sury",2003,"w"
"Susi",2011,"w"
"Susi",2004,"w"
"Susi",2007,"w"
"Susi",2010,"w"
"Susi",2010,"w"
"Susy",2015,"w"
"Susy",2014,"w"
"Süti",2010,"w"
"Suza",2010,"w"
"Svante",2007,"w"
"Svensson",2004,"m"
"Sweetie of Blue Diamond",2015,"m"
"Sweety",2016,"w"
"Sweety",2005,"w"
"Sweety",2008,"m"
"Sweety Liska",2009,"w"
"Sydney",2008,"w"
"Syrah",2006,"w"
"Tabac",2010,"w"
"Tabasco",2007,"m"
"Taco",2005,"m"
"Taco (Oliver)",2008,"m"
"Taffi",2003,"m"
"Tahona von Mahalanme",2012,"w"
"Taia vom Ghei",2003,"w"
"Taiga",2004,"w"
"Taisha del tesoro d'oro",2016,"w"
"Tajo",2010,"m"
"Taka (Rubin Hachiko)",2011,"m"
"Tala",2010,"w"
"Tala Ishani",2013,"w"
"Talos",2015,"m"
"Tamara",2009,"w"
"Tami",2006,"w"
"Tami",2012,"w"
"Tamina",2005,"w"
"Tamino",2008,"m"
"Tammy",2004,"w"
"Tamo Ba-Tu",2012,"m"
"Tamus Tisza von Erdö",2014,"w"
"Tango",2011,"m"
"Tango",2012,"m"
"Tango",2010,"m"
"Tany",2010,"w"
"Taonga Binah",2011,"w"
"Tapajeur (Gorgonzola)",2002,"m"
"Tapona (Tapsi)",2007,"w"
"Tara",2010,"w"
"Tara",2002,"w"
"Tara",2006,"w"
"Tara",2007,"w"
"Tara",2003,"w"
"Tara",2015,"w"
"Tara",2005,"w"
"Tara von Hostris",2011,"w"
"Taranis",2012,"m"
"Targo",2007,"m"
"Tarka",2012,"w"
"Taro",2008,"m"
"Taro",2012,"m"
"Taron",2008,"m"
"Tartine",2004,"w"
"Tarwen",2013,"w"
"Tarzan",2012,"m"
"Tarzan",2006,"m"
"Tarzan",2013,"m"
"Tarzan",2006,"m"
"Tashi",2012,"m"
"Tasso",2006,"m"
"Tata",2012,"w"
"Tati",2010,"w"
"Taty",2003,"w"
"Tavio (Sunshine Butterfly)",2014,"m"
"Taya",2015,"w"
"Tayson",2009,"m"
"Té",2010,"m"
"Tea",2009,"w"
"Teco",2014,"m"
"Ted",2006,"m"
"Teddi",2008,"m"
"Teddy",2009,"m"
"Teddy",2016,"m"
"Teddy",2016,"m"
"Teddy",2007,"m"
"Teddy",2010,"m"
"Teddy",2012,"m"
"Teddy",2010,"m"
"Teddy",2014,"m"
"Teddy",2015,"m"
"Teddy",2016,"m"
"Teddy",2015,"m"
"Teddy Bear",2012,"m"
"Teddy vom Ammeler Forst",2015,"w"
"Teeny",1998,"w"
"Tell v. Merzenbrunnen",2010,"m"
"Telunia",2010,"w"
"Tena",2001,"w"
"Tendresse",2002,"w"
"Teno",2003,"m"
"Tenten",2004,"w"
"Tenya",2010,"w"
"Teo",2015,"m"
"Teo",2011,"m"
"Tequila",2009,"m"
"Tequila",2004,"m"
"Tequila",2007,"m"
"Tequilla",2003,"w"
"Terka",2005,"w"
"Terri",2006,"m"
"Terry",2006,"m"
"Terry",2008,"m"
"Terry",2004,"m"
"Terry",2013,"m"
"Terry",2009,"m"
"Terry",2012,"m"
"Terzo",2005,"m"
"Tess",2002,"w"
"Tess ",2015,"w"
"Tessa",2008,"w"
"Tessa",2013,"w"
"Tessa (Panja)",2005,"w"
"Tessi",2016,"w"
"Tessy",2002,"w"
"Tessy",2013,"w"
"Tessy",2012,"w"
"Teto",2008,"w"
"Thai",2011,"m"
"Thaia",2009,"w"
"Thaisen",2015,"m"
"Thalja",2003,"w"
"The Dragon Elliot of Fantasy ",2014,"m"
"Theia",2004,"w"
"Thelma",2015,"w"
"Theo",2014,"m"
"Theo",2010,"m"
"Theo",2008,"m"
"Theodor",2006,"m"
"Thia Laja",2009,"w"
"Thomy",2005,"m"
"Thomy",2014,"m"
"Thondup",2008,"m"
"Thunja",2003,"w"
"Thyson",2015,"m"
"Tiago",2016,"m"
"Tibbie",2012,"m"
"Tibo",2003,"m"
"Tibor",2002,"m"
"Tico",2012,"m"
"Tifany",2006,"w"
"Tiffany",2014,"w"
"Tiffany",2009,"w"
"Tiffany",2015,"w"
"Tiffany",2014,"w"
"Tiffany",2011,"w"
"Tiffany",2005,"w"
"Tiger",2005,"m"
"Tiger",2007,"m"
"Tiger Lily v. Winikon",2007,"w"
"Tigre",2002,"m"
"Tijuana",2011,"w"
"Tika",2015,"w"
"Tikli (Milva)",2015,"w"
"Tilda (Kokos)",2014,"w"
"Tilli",2007,"w"
"Tim",2013,"m"
"Tim",2012,"m"
"Tim",2009,"m"
"Tim",2003,"m"
"Tima",2008,"w"
"Timan",2006,"m"
"Timba",2015,"w"
"Timba vom Goldbrunnen",2010,"w"
"Timbee (Timber)",2016,"w"
"Timber",2009,"m"
"Timbuktu",2005,"w"
"Timi",2016,"m"
"Timi",2005,"m"
"Timi",2004,"m"
"Timi",2002,"m"
"Timi",2012,"m"
"Timi",2010,"m"
"Timi",2010,"m"
"Timmi",2015,"m"
"Timmi",2005,"m"
"Timmi",2011,"m"
"Timmy",2012,"m"
"Timmy",2009,"m"
"Timmy",2002,"m"
"Timmy",2005,"m"
"Timo",2003,"m"
"Timo",2011,"m"
"Timo",2006,"m"
"Timon",2011,"m"
"Timy",2004,"m"
"Tina",2012,"w"
"Tina",2010,"w"
"Tina",2012,"w"
"Tina",2012,"w"
"Tina",2008,"w"
"Tina",2009,"w"
"Tina",2015,"w"
"Tini",2006,"m"
"Tini",2000,"w"
"Tinka",2002,"w"
"Tinka",2007,"w"
"Tinkerbell",2009,"w"
"Tino",2015,"m"
"Tino (Igo von fünf Dörfer)",2016,"m"
"Tino (Valentino v. Rottachtal)",2009,"m"
"Tinoock",2015,"m"
"Tintin",2010,"m"
"Tinto",2012,"m"
"Tinu",2014,"m"
"Tio Pepe",2005,"m"
"Tippi",2007,"w"
"Tiqny Tainia",2003,"w"
"Tirak (Kaye-Tirak)",2007,"w"
"Tirza",2010,"w"
"Titeuf",2008,"m"
"Titi",2011,"m"
"Tito",2011,"m"
"Tobby",2013,"m"
"Tobi",2000,"m"
"Tobi",2010,"m"
"Tobi",2010,"m"
"Tobi",2008,"m"
"Tobias",2005,"m"
"Toby",2007,"m"
"Toby",2007,"m"
"Toby",2011,"m"
"Toby",2014,"m"
"Toby",2007,"m"
"Toby",2012,"m"
"Toby",2002,"m"
"To-Chi",2005,"m"
"Toddy",2010,"m"
"Toffee",2015,"w"
"Toffee",2013,"m"
"Togo (Big Mush)",2013,"m"
"Toja",2012,"w"
"Tokio vom Hause Gutmann",2016,"m"
"Tom",2005,"m"
"Tom",2015,"m"
"Tom",2009,"m"
"Tom",2009,"m"
"Tom",2011,"m"
"Tomi",2015,"m"
"Tommy",2005,"m"
"Tommy",2014,"m"
"Tommy",2002,"m"
"Tommy",2009,"m"
"Tomtom Stubborn Fellow",2015,"m"
"Tonic (Dalmor Tonic Water)",2006,"w"
"Tonka",2009,"w"
"Tonton (Kafka)",2016,"m"
"Tony",2004,"m"
"Toofer",2012,"m"
"Tootsie",2010,"w"
"Top Water Big Ben",2011,"m"
"Topanga",2006,"w"
"Topino von Kopfrein",2014,"m"
"Topo",2011,"m"
"Topolino",2003,"m"
"Topolino",2013,"m"
"Topper",2003,"w"
"Toqui",2009,"m"
"Tori",2009,"w"
"Toro",2007,"m"
"Torres",2007,"m"
"Tosca",2011,"w"
"Tosca",2013,"w"
"Tosca",2012,"w"
"Tosca",2004,"w"
"Tosca",2001,"w"
"Tosca (Viola)",2007,"w"
"Tosha",2014,"m"
"Toska",2014,"w"
"Toti (Shanajas Jari Joon)",2013,"m"
"Totles",2007,"w"
"Toto",2003,"w"
"Toto",2014,"m"
"Toto (Silken Arrow Winnetou)",2016,"m"
"Tots's Tail's please please me",2012,"w"
"Toulouse",2014,"m"
"Toutou (Tequila)",2015,"w"
"Toy",2006,"m"
"Toy",2002,"m"
"Toya",2013,"w"
"Toya",2003,"w"
"Toya (Griotte)",2011,"w"
"Toyah (I'Toyah)",2013,"w"
"Tranquilo",2016,"m"
"Trasto",2009,"w"
"Tre",2015,"m"
"Trevor",2014,"m"
"Trias",2005,"m"
"Tricky",1999,"w"
"Trilu",2006,"m"
"Trixi",2006,"w"
"Trixi",2009,"w"
"Trixi",2005,"w"
"Trixi von Hostris",2011,"w"
"Trixie",2011,"w"
"Troja",2013,"w"
"Troli",2001,"m"
"Troman",2008,"m"
"Troubadour",2005,"m"
"Troy",2011,"m"
"Troya",2012,"w"
"True",2004,"w"
"Truffe",2010,"w"
"Truffles",2010,"w"
"Truman",2006,"m"
"Trumpingten's Finley",2014,"m"
"Tscheshi",2008,"w"
"Tschesi ",2012,"m"
"Tschila",2011,"w"
"Tschinga",2006,"w"
"Tschingaling",2000,"w"
"Tschita",2013,"w"
"Tschogeli",2010,"m"
"Tschuggel",2002,"m"
"Tsuki",2011,"w"
"Tucker",2007,"m"
"Tuffo",2005,"m"
"Tula",2007,"w"
"Tula-Sola",2015,"w"
"Turbo",2003,"m"
"Tusche",2006,"w"
"Tutu",2010,"w"
"Tuva",2012,"w"
"Tuxa",2007,"w"
"Tweety",2004,"w"
"Twiggy",2010,"m"
"Twilight Star's All That Matte",2016,"m"
"Twilight Star's Zaffira ",2015,"w"
"Twingy",2012,"w"
"Twylight",2004,"w"
"Txmas Pudding Tequila",2002,"w"
"Tyler",2008,"m"
"Tyra",2010,"w"
"Tyren",2009,"m"
"Tyron",2008,"m"
"Tyson",2016,"m"
"Tyson",2012,"m"
"Tyson",2009,"m"
"Tyson",2014,"m"
"Tyson",2014,"m"
"Tyson",2014,"m"
"Tyson",2012,"m"
"Tyson",2012,"m"
"Tyson",2013,"m"
"Tyson",2002,"m"
"Tyson",2008,"m"
"Tyson",2002,"m"
"Tyson",2001,"m"
"Tyson",2016,"m"
"Tyson",2012,"m"
"Tyson",2007,"m"
"Tyson",2013,"m"
"Tyson",2016,"m"
"Udo (Tete-szepe)",2010,"m"
"Ueli (Rocky)",2008,"m"
"Ufo Prodomo",2016,"m"
"Ulani",2011,"w"
"Ulas",2008,"m"
"Uma",2013,"w"
"Uma",2004,"w"
"Uma",2015,"w"
"Uma (Yasuma)",2011,"w"
"Umba",2006,"w"
"Umea",2011,"w"
"Umka",2014,"m"
"Una ",2011,"w"
"Una Cara",2012,"w"
"Unala",2009,"w"
"Unex to low Forest",2015,"m"
"Unforgettably Diva",2013,"w"
"Unia",2012,"w"
"Unia v. Stägefässli",2008,"w"
"Unica (Una Dolce Vita)",2007,"w"
"Unique",2012,"m"
"Unique",2011,"w"
"Unna",2011,"w"
"Uorsa",2012,"w"
"Urano",2015,"m"
"Urelia von Ecihwald",2006,"w"
"Ursaff",2003,"m"
"Ursula",2014,"w"
"U-Rufus",2016,"m"
"Usnaya",2006,"w"
"Uso",2012,"m"
"Uxi",2015,"w"
"Valea Verona",2016,"w"
"Valentin Limligth of Bloodline",2009,"m"
"Valentina",2015,"w"
"Valentina",2012,"w"
"Valentino",2015,"m"
"Valori",2013,"w"
"Van",2013,"m"
"Vanille",2004,"w"
"Vanjo",2005,"m"
"Varg von Wulfshill",2011,"w"
"Vargas",2012,"m"
"Vario vom Happyparadise",2015,"m"
"Varro",2008,"m"
"Vasco",2002,"m"
"Vasco",2001,"m"
"Vasco",2006,"m"
"Vasco",2010,"m"
"Vasco",2007,"m"
"Vasco",2010,"m"
"Veerle",2014,"w"
"Velia",2011,"w"
"Velvet (Viva)",2007,"w"
"Vendetta",2002,"w"
"Venice Nina",2013,"w"
"Venus",2013,"w"
"Venus",2011,"w"
"Vera",2004,"w"
"Verdy",2014,"m"
"Veronika (Luna)",2014,"w"
"Vico",2015,"m"
"Victoire",2004,"w"
"Vida",2008,"w"
"Vida",2009,"w"
"Vida",2011,"w"
"Vida",2004,"w"
"Viking",2004,"m"
"Viktorika",2009,"w"
"Vinalia",2004,"w"
"Vince",2009,"m"
"Vinni",2005,"w"
"Vinny",2007,"m"
"Vip",2006,"m"
"Virginia",2004,"w"
"Vito",2016,"m"
"Vito",2012,"m"
"Vito",2012,"m"
"Vito",2012,"m"
"Vitto",2011,"m"
"Vitus",2015,"m"
"Vitus von Wattenwil",2016,"m"
"Viva",2004,"w"
"Vivi",2002,"w"
"Vivian",2014,"w"
"Vlokje",2004,"w"
"Voldi",2013,"m"
"Volta",2009,"w"
"Voodoo",2008,"m"
"Vöri",2004,"m"
"Vule",2010,"m"
"Walle",2014,"m"
"Wally",2016,"m"
"Wanda",2008,"w"
"Wanda",2007,"w"
"Wanda",2016,"w"
"Wanda",2015,"w"
"Wanjo",2014,"m"
"Wanka",2007,"w"
"Warro (Willy Wonka)",2013,"m"
"Wasco",2015,"m"
"Watson",2012,"m"
"Weezy",2008,"m"
"Wega",2011,"w"
"Wendi",2010,"w"
"Whiskas (Whiskers)",2010,"w"
"Whiskey",2014,"m"
"Whiskey",2008,"m"
"Whiskey",2002,"m"
"Whiskey (Hendrik v.Thanzapfen)",2011,"m"
"Whisky",2002,"m"
"Whisky",2009,"m"
"Whisky",2011,"m"
"Whisky",2006,"m"
"Whisky",2015,"m"
"White Gloves",2010,"w"
"White Magic Pretty Jewel",2009,"w"
"White Shoes",2013,"m"
"whity (Osmar)",2003,"m"
"Whoopie",2015,"w"
"Whoopie",2007,"w"
"Whoopy",2004,"w"
"Wicky of Goldenlove",2011,"m"
"Wihtney",2008,"w"
"Wile",2001,"m"
"Willi",2009,"m"
"Willi",2015,"m"
"Willi Boldine",2008,"w"
"William",2015,"m"
"Willy",2010,"m"
"Wilma",2009,"w"
"Wilma",2004,"w"
"Wilma",2011,"w"
"Wilma",2008,"w"
"Wilma",2006,"w"
"Wilma Bölschterli (Snoopy)",2011,"w"
"Wilson",2011,"m"
"Wilson (Charles)",2007,"m"
"Wim",2012,"m"
"Windra",2007,"w"
"Windy",2012,"w"
"Windy Nights Nice Angel ",2015,"w"
"Wini",2014,"m"
"Winnie",2014,"m"
"Winnie",2009,"m"
"Winnie",2015,"w"
"Winnie",2011,"w"
"Winnie",2005,"w"
"Winnie",2008,"m"
"Winston",2011,"m"
"Winston",2011,"m"
"Wirgo",2009,"m"
"Wisi (Wizard of Ironlad)",2010,"m"
"Witiko",2011,"m"
"Woodstock Argon von Kopfrein",2015,"m"
"Woody",2003,"m"
"Woody",2011,"m"
"Woody",2004,"m"
"Woody ( Pando )",2010,"m"
"Woody (Jerry of Janik's Blue)",2015,"m"
"Woody (Rüdiger)",2015,"m"
"Wunder (sparkel)",2007,"m"
"Wuschel",2010,"w"
"Wuschel",2014,"m"
"Wushu",2016,"m"
"X'alinco",2006,"m"
"Xamax (Max)",2015,"m"
"Xanadou (Henry)",2016,"m"
"Xanuk Finley van Eenthuis",2011,"m"
"Xara",2011,"w"
"Xena",2005,"w"
"Xena",2016,"w"
"Xena",2014,"w"
"Xena (Disney)",2005,"w"
"Xena (Sindy)",2009,"w"
"Xenia",2010,"w"
"Xenia",2007,"w"
"Xenia",2008,"w"
"Xenia",2006,"w"
"Xenia",2005,"w"
"Xenos",2003,"m"
"Xeros",2009,"m"
"Xian",2006,"m"
"Xian",2007,"w"
"Xian ",2010,"m"
"Xicko",2010,"m"
"Xilly",2009,"w"
"Xiri",2013,"w"
"Xiro",2016,"m"
"Xita",2004,"w"
"Xoa",2006,"w"
"X-Rey",2016,"w"
"X-Storm",2016,"w"
"Yack",2010,"m"
"Yago",2007,"m"
"Yago Angelo",2012,"m"
"Yagudin",2014,"m"
"Yaki (Max v. Holzwäldli)",2016,"m"
"Yakut",2014,"m"
"Yala",2002,"w"
"Ya'Lilly (Lilly)",2009,"w"
"Yang",2014,"w"
"Yangzom",2006,"w"
"Yanka (Katty)",2008,"w"
"Yankee",2007,"m"
"Yannik von Kumma Schlössle",2011,"m"
"Yanoush vom Hause Amorina",2011,"m"
"Yan-Yi vom Lothar Sturm",2016,"w"
"Yara",2011,"w"
"Yara",2009,"w"
"Yara Jane",2011,"w"
"Yaris Lenny of Golden Life",2016,"m"
"Yaro",2014,"m"
"Yaro de tesoro d'oro",2015,"m"
"Yaro (Halston Fletcher)",2015,"m"
"Yasha",2014,"w"
"Yax",2001,"m"
"Yazina's Ultima Thule",2005,"w"
"Ybsy of Fair Play",2015,"w"
"Yes",2003,"m"
"Ylisse",2003,"w"
"Ylva",2013,"w"
"Ylvi",2010,"w"
"Yma",2016,"w"
"Yma",2005,"w"
"Ynka",2010,"w"
"Yoco",2013,"m"
"Yoda",2012,"w"
"Yoda",2003,"m"
"Yogi",2012,"m"
"Yonka",2006,"w"
"Yonnie",2014,"m"
"Yorkie",2008,"m"
"Yoshi",2014,"m"
"Yoshi",2016,"m"
"Yoshi v. Samir",2009,"m"
"Youri-Kay v. Pächtuschi",2013,"m"
"Yoy",2005,"w"
"Yoyo",2011,"m"
"Yoyo",2003,"m"
"Yria",2007,"w"
"Yui",2013,"w"
"Yuki",2016,"m"
"Yukon",2005,"m"
"Yulius-George vom Holzwäldli",2016,"m"
"Yuma",2009,"w"
"Yuma",2012,"m"
"Yuma",2003,"w"
"Yuma",2008,"w"
"Yuma (Darca Yuma)",2008,"w"
"Yumah",2004,"w"
"Yumi",2014,"w"
"Yumi",2015,"w"
"Yumo (Lucky)",2008,"m"
"Yuna",2006,"w"
"Yuna",2016,"w"
"Yuna",2013,"w"
"Yuri",2012,"m"
"Yuri",2013,"m"
"Yves",2010,"w"
"Yvi",2010,"w"
"Yvi",2013,"m"
"Yvie",2016,"w"
"Zaba",2014,"w"
"Zäbi (Karat)",2002,"m"
"Zac",2002,"m"
"Zacarosa's King Kasimir",2015,"m"
"Zachery",2013,"m"
"Zaci",2007,"w"
"Zade",2014,"w"
"Zaika",2007,"w"
"Zaira",2013,"w"
"Zaiyumi",2006,"w"
"Zakya",2006,"w"
"Zappa",2003,"m"
"Zappa II",2008,"m"
